age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
39,Government,59,Admins, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
32,Self-Employed,40,Professionals, Masters,17, Never-married, White, Male, United-States,0
20,Private,19,Technical, Some-college,13, Never-married, White, Male, United-States,0
30,Private,59,Professionals, Some-college,13, Never-married, White, Male, United-States,0
56,Self-Employed,40,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
34,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
32,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
59,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
19,Private,19,Professionals, Some-college,13, Never-married, White, Male, United-States,0
60,Private,40,Service, 9th,8, Widowed, White, Female, United-States,0
29,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
24,Private,61,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Government,39,Professionals, Masters,17, Divorced, White, Male, United-States,0
23,Private,39,Service, 7th-8th,7, Married-civ-spouse, Other, Female, El-Salvador,0
32,Private,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
51,Self-Employed,40,Sales, HS-grad,12, Never-married, White, Male, ?,0
18,Private,19,Sales, HS-grad,12, Never-married, White, Male, United-States,0
28,Private,40,Professionals, Some-college,13, Never-married, White, Female, ?,0
33,Private,40,Service, Some-college,13, Married-civ-spouse, White, Female, United-States,1
38,Private,39,Logistics, HS-grad,12, Separated, Black, Female, United-States,0
29,Private,59,Professionals, Bachelors,16, Never-married, White, Male, England,0
25,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
31,Private,59,Technical, Prof-school,18, Never-married, White, Male, United-States,0
34,Private,29,Admins, Bachelors,16, Married-spouse-absent, White, Female, United-States,0
34,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
66,Government,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
41,Private,40,Service, 5th-6th,6, Married-civ-spouse, White, Male, Guatemala,0
62,Private,29,Professionals, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
58,Private,40,Craft, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
40,Private,40,Professionals, HS-grad,12, Separated, White, Female, Canada,0
24,Private,40,Professionals, Bachelors,16, Never-married, Asian-Pac-Islander, Female, Philippines,0
47,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
19,Private,29,Service, HS-grad,12, Never-married, Black, Male, United-States,0
32,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
51,Government,40,Admins, Some-college,13, Divorced, White, Female, United-States,0
25,Private,40,Logistics, 9th,8, Married-civ-spouse, White, Male, United-States,0
60,Private,40,Service, Masters,17, Married-civ-spouse, White, Male, United-States,0
22,Private,40,Logistics, Some-college,13, Never-married, White, Male, United-States,0
29,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
20,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
42,Private,40,Craft, 7th-8th,7, Divorced, White, Male, Puerto-Rico,0
18,Private,29,Technical, HS-grad,12, Never-married, White, Male, United-States,0
23,Private,40,Technical, 10th,9, Married-civ-spouse, Asian-Pac-Islander, Female, Vietnam,0
28,Private,40,Admins, Bachelors,16, Married-civ-spouse, White, Male, ?,1
55,Private,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,1
40,Private,40,Technical, HS-grad,12, Divorced, Black, Male, United-States,0
52,Private,59,Sales, Some-college,13, Divorced, White, Male, United-States,0
37,Private,40,Technical, HS-grad,12, Divorced, White, Male, United-States,1
21,Private,29,Sales, Some-college,13, Never-married, White, Female, United-States,0
35,Private,61,Service, Assoc-voc,14, Never-married, White, Male, United-States,0
45,Private,40,Technical, Some-college,13, Divorced, White, Male, United-States,0
39,Private,40,Admins, HS-grad,12, Divorced, Black, Female, United-States,0
54,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
42,Private,40,Sales, 7th-8th,7, Divorced, White, Female, United-States,0
26,Private,29,Service, Some-college,13, Married-civ-spouse, White, Female, United-States,0
59,Self-Employed,40,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,0
42,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
22,Private,29,Security, Some-college,13, Never-married, Black, Female, United-States,0
33,Private,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
39,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,1
18,Self-Employed,61,Farming, 11th,10, Never-married, White, Male, United-States,0
46,Private,61,Sales, Some-college,13, Married-civ-spouse, Black, Male, United-States,1
24,Private,40,Service, Bachelors,16, Never-married, White, Male, United-States,0
28,Private,39,Service, Assoc-voc,14, Married-civ-spouse, White, Female, Ecuador,0
21,Government,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
22,Private,39,Craft, 11th,10, Never-married, White, Male, United-States,0
61,Private,40,Service, 5th-6th,6, Married-civ-spouse, Asian-Pac-Islander, Male, Philippines,1
56,Government,40,Admins, Some-college,13, Married-civ-spouse, Asian-Pac-Islander, Male, Laos,0
21,Private,29,Sales, Some-college,13, Never-married, White, Female, United-States,0
17,Private,29,Service, 10th,9, Never-married, White, Male, United-States,0
29,Private,40,Service, Some-college,13, Married-civ-spouse, White, Male, ?,1
28,Government,40,Security, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
62,Private,39,Admins, HS-grad,12, Widowed, White, Female, United-States,0
39,Private,40,Technical, HS-grad,12, Separated, Black, Male, United-States,0
30,Government,40,Security, HS-grad,12, Never-married, White, Male, United-States,0
20,Private,40,Service, 11th,10, Never-married, White, Male, El-Salvador,0
18,Government,19,Admins, 11th,10, Never-married, White, Male, United-States,0
54,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
49,Private,40,Logistics, Some-college,13, Married-civ-spouse, White, Male, United-States,1
33,Government,59,Professionals, Doctorate,19, Married-civ-spouse, Asian-Pac-Islander, Male, Hong,0
50,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
57,Private,61,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
50,Government,40,Admins, HS-grad,12, Divorced, White, Female, United-States,0
45,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
41,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Sales, Bachelors,16, Never-married, White, Female, United-States,0
47,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Female, Hungary,0
39,Self-Employed,59,Professionals, Bachelors,16, Married-civ-spouse, Asian-Pac-Islander, Male, South,0
29,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
46,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
18,Private,40,Service, 5th-6th,6, Never-married, White, Male, United-States,0
68,Private,40,Craft, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
62,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
43,Private,40,Technical, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,0
35,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
21,Government,40,Service, Some-college,13, Never-married, White, Male, United-States,0
41,Government,40,Craft, Assoc-voc,14, Divorced, White, Female, United-States,0
61,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
24,Private,59,Craft, HS-grad,12, Never-married, White, Male, United-States,0
21,Private,40,Security, HS-grad,12, Never-married, Black, Male, United-States,0
36,Government,40,Service, 5th-6th,6, Married-civ-spouse, White, Male, Mexico,0
37,Government,40,Security, Assoc-voc,14, Never-married, White, Female, United-States,0
69,Private,61,Logistics, 12th,11, Married-civ-spouse, White, Male, United-States,1
49,Government,59,Professionals, Some-college,13, Divorced, White, Female, United-States,0
55,Private,59,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
21,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
18,Private,40,Service, 10th,9, Never-married, White, Male, United-States,0
26,Private,40,Professionals, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
20,Private,19,Service, Some-college,13, Never-married, White, Female, ?,0
46,Private,59,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Craft, 10th,9, Never-married, White, Male, United-States,0
48,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
36,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
42,Government,40,Professionals, Masters,17, Divorced, White, Male, United-States,0
41,Government,39,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
45,Private,40,Sales, Assoc-acdm,15, Widowed, White, Female, Cuba,0
52,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
22,Government,19,Professionals, Bachelors,16, Never-married, Black, Female, United-States,0
20,Private,40,Technical, Some-college,13, Never-married, White, Female, United-States,0
27,Private,40,Technical, HS-grad,12, Separated, White, Male, United-States,0
36,Private,40,Professionals, HS-grad,12, Divorced, White, Male, United-States,0
34,Private,59,Logistics, HS-grad,12, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States,0
38,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
20,Private,40,Service, Some-college,13, Never-married, White, Female, United-States,0
47,Private,40,Sales, HS-grad,12, Divorced, White, Female, United-States,0
21,Private,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
33,Private,40,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
31,Government,40,Security, Assoc-acdm,15, Never-married, White, Male, United-States,0
61,Private,40,Craft, 12th,11, Married-civ-spouse, White, Male, Mexico,0
46,Private,40,Service, 10th,9, Married-civ-spouse, Black, Male, United-States,0
55,Government,40,Professionals, Masters,17, Married-civ-spouse, Black, Male, United-States,1
19,Government,40,Professionals, Some-college,13, Never-married, White, Male, United-States,0
39,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
61,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
28,Private,40,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
28,Private,40,Logistics, 10th,9, Married-civ-spouse, White, Male, United-States,0
61,Private,39,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
61,Private,39,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
54,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
50,Self-Employed,61,Technical, Some-college,13, Married-civ-spouse, White, Male, Germany,0
37,Government,40,Professionals, Masters,17, Married-civ-spouse, White, Female, United-States,1
17,Private,39,Service, 11th,10, Never-married, White, Female, United-States,0
56,Private,19,Sales, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
31,Private,59,Professionals, Bachelors,16, Divorced, White, Female, United-States,1
32,Government,59,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
28,Private,40,Service, 11th,10, Divorced, White, Female, United-States,0
34,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
33,Private,29,Service, 10th,9, Never-married, White, Female, United-States,0
42,Private,39,Admins, Assoc-voc,14, Divorced, White, Female, United-States,0
64,Private,40,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
29,Private,29,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Private,39,Service, 5th-6th,6, Married-civ-spouse, White, Male, Mexico,0
45,Private,40,Logistics, Some-college,13, Married-civ-spouse, White, Male, United-States,0
48,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
44,Private,39,Technical, Some-college,13, Separated, White, Female, United-States,0
34,Government,40,Admins, Some-college,13, Never-married, White, Male, United-States,0
40,Private,40,Technical, HS-grad,12, Never-married, White, Male, United-States,0
45,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,29,Service, Some-college,13, Never-married, White, Female, United-States,0
51,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
24,Private,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
57,Private,40,Professionals, Bachelors,16, Widowed, White, Male, United-States,1
23,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
34,Private,40,Farming, Some-college,13, Married-civ-spouse, White, Male, United-States,1
36,Private,40,Technical, HS-grad,12, Divorced, White, Male, United-States,0
56,Self-Employed,39,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
42,Private,40,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
45,Self-Employed,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
38,Private,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
29,Government,40,Security, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
54,Private,40,Professionals, Bachelors,16, Divorced, White, Male, United-States,0
40,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
29,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
35,Government,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
47,Private,39,Professionals, HS-grad,12, Separated, White, Female, United-States,0
51,Private,40,Professionals, Assoc-voc,14, Never-married, White, Female, United-States,0
28,Private,40,Service, HS-grad,12, Never-married, White, Male, Mexico,0
58,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
24,Private,29,Technical, HS-grad,12, Never-married, White, Female, United-States,0
46,Government,40,Professionals, HS-grad,12, Divorced, White, Male, United-States,0
57,Private,40,Technical, 10th,9, Married-civ-spouse, Black, Male, United-States,0
22,Private,29,Service, HS-grad,12, Never-married, White, Male, United-States,0
28,Private,39,Technical, Bachelors,16, Never-married, Black, Male, Jamaica,0
17,Private,29,Service, 10th,9, Never-married, White, Male, United-States,0
23,Private,61,Sales, HS-grad,12, Never-married, White, Male, United-States,0
19,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
66,Government,39,Professionals, HS-grad,12, Widowed, Black, Female, United-States,0
38,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
39,Government,40,Professionals, Some-college,13, Divorced, Black, Female, United-States,0
39,Private,40,Service, 12th,11, Married-civ-spouse, White, Male, United-States,0
47,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
39,Private,61,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
22,Private,40,Logistics, Some-college,13, Never-married, White, Male, United-States,0
36,Private,39,Craft, HS-grad,12, Never-married, Black, Male, United-States,0
32,Private,40,Technical, Some-college,13, Married-civ-spouse, Asian-Pac-Islander, Male, Philippines,0
29,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
43,Government,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
51,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
42,Private,61,Craft, 5th-6th,6, Married-civ-spouse, White, Male, United-States,0
32,Government,40,Admins, 12th,11, Never-married, White, Female, United-States,0
34,Private,40,Admins, Some-college,13, Never-married, White, Male, United-States,0
51,Private,59,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
38,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
21,Private,29,Service, HS-grad,12, Never-married, Black, Male, United-States,0
33,Self-Employed,19,Service, Bachelors,16, Never-married, White, Female, United-States,0
34,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
32,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
38,Private,19,Service, Assoc-voc,14, Never-married, White, Male, United-States,0
27,Self-Employed,61,Service, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
35,Self-Employed,59,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
29,Government,59,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
40,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
46,Private,39,Farming, 7th-8th,7, Married-civ-spouse, Black, Male, United-States,0
37,Private,39,Service, HS-grad,12, Never-married, Black, Female, United-States,0
38,Self-Employed,29,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
37,Private,61,Professionals, Some-college,13, Married-civ-spouse, Black, Male, Cuba,1
44,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
25,Private,39,Professionals, Masters,17, Never-married, White, Male, United-States,0
38,Private,40,Sales, HS-grad,12, Never-married, White, Male, United-States,0
34,Government,19,Admins, Assoc-acdm,15, Divorced, White, Female, United-States,0
50,Self-Employed,61,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
46,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
20,Private,39,Service, 5th-6th,6, Never-married, White, Male, Guatemala,0
47,Government,39,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
46,Private,61,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
34,Private,40,Sales, Assoc-acdm,15, Divorced, White, Male, United-States,0
61,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
55,Government,39,Professionals, Some-college,13, Divorced, Black, Female, United-States,0
36,Private,39,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
28,Private,40,Professionals, Some-college,13, Never-married, White, Female, United-States,1
22,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
34,Private,39,Sales, Some-college,13, Never-married, Black, Female, United-States,0
33,Private,40,Technical, Some-college,13, Never-married, Black, Male, United-States,0
27,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
43,Government,19,Service, Masters,17, Married-civ-spouse, White, Male, United-States,0
55,Private,40,Craft, 10th,9, Married-civ-spouse, White, Male, United-States,1
39,Self-Employed,19,Service, 10th,9, Married-spouse-absent, White, Female, United-States,0
20,Private,39,Service, Some-college,13, Never-married, White, Male, El-Salvador,0
38,Private,40,Service, HS-grad,12, Never-married, Black, Male, United-States,0
30,Private,40,Craft, Some-college,13, Never-married, White, Male, United-States,0
21,Private,40,Service, 11th,10, Never-married, White, Male, El-Salvador,0
60,Private,39,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
36,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Service, Some-college,13, Never-married, White, Female, El-Salvador,0
57,Government,40,Service, Some-college,13, Married-civ-spouse, Black, Male, United-States,1
25,Government,40,Service, HS-grad,12, Never-married, Black, Male, United-States,0
38,Private,39,Service, HS-grad,12, Divorced, Black, Female, United-States,0
22,Private,39,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Craft, 5th-6th,6, Never-married, White, Male, Mexico,0
61,Self-Employed,40,Sales, HS-grad,12, Never-married, White, Female, United-States,0
28,Private,40,Craft, Some-college,13, Divorced, White, Male, United-States,0
17,Private,19,Service, 11th,10, Never-married, White, Female, United-States,0
21,Private,29,Service, Some-college,13, Never-married, White, Female, United-States,0
49,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,0
37,Private,39,Craft, 12th,11, Divorced, White, Male, United-States,0
23,Private,40,Service, Some-college,13, Never-married, White, Female, Dominican-Republic,0
38,Self-Employed,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
34,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
21,Private,40,Technical, HS-grad,12, Never-married, White, Female, Peru,0
27,Government,40,Professionals, Some-college,13, Married-civ-spouse, Black, Male, United-States,1
57,Private,61,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
22,Private,29,Service, HS-grad,12, Never-married, Black, Male, United-States,0
20,Private,39,Admins, Some-college,13, Never-married, Other, Female, United-States,0
49,Self-Employed,61,Professionals, Some-college,13, Married-civ-spouse, White, Female, United-States,1
38,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
40,Private,40,Technical, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Craft, HS-grad,12, Married-civ-spouse, Black, Male, Haiti,0
37,Self-Employed,29,Admins, Some-college,13, Married-civ-spouse, White, Female, United-States,0
57,Private,39,Professionals, Masters,17, Divorced, White, Male, United-States,0
56,Private,39,Service, 7th-8th,7, Never-married, White, Female, United-States,0
41,Private,61,Professionals, Assoc-acdm,15, Divorced, White, Male, United-States,0
50,Self-Employed,61,Service, HS-grad,12, Married-civ-spouse, Asian-Pac-Islander, Male, South,0
33,Private,59,Technical, 9th,8, Never-married, White, Male, United-States,0
29,Private,29,Sales, Masters,17, Married-civ-spouse, White, Male, United-States,0
28,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
35,Private,59,Technical, 10th,9, Married-civ-spouse, White, Male, United-States,0
36,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
45,Private,39,Professionals, Doctorate,19, Divorced, Black, Female, United-States,1
30,Self-Employed,40,Craft, Assoc-acdm,15, Never-married, White, Male, United-States,0
35,Self-Employed,61,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
27,Private,40,Sales, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
22,Private,40,Professionals, HS-grad,12, Never-married, White, Male, Yugoslavia,0
24,Private,39,Service, Some-college,13, Never-married, White, Male, United-States,0
47,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
47,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
18,Private,19,Service, 11th,10, Never-married, White, Female, United-States,0
18,Private,39,Admins, Some-college,13, Never-married, White, Male, United-States,0
31,Government,40,Security, HS-grad,12, Divorced, White, Male, United-States,1
43,Self-Employed,39,Service, Masters,17, Divorced, White, Female, United-States,0
45,Private,40,Logistics, HS-grad,12, Married-civ-spouse, Other, Male, United-States,0
39,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
30,Private,59,Admins, Bachelors,16, Never-married, White, Male, United-States,0
22,Private,39,Admins, Some-college,13, Never-married, White, Female, United-States,0
30,Self-Employed,61,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Private,61,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
20,Government,39,Professionals, Assoc-acdm,15, Never-married, White, Male, United-States,0
61,Private,29,Service, 1st-4th,5, Married-civ-spouse, White, Male, Mexico,0
27,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
59,Government,61,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
60,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
35,Private,61,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
40,Private,59,Admins, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
20,Private,39,Service, 11th,10, Married-civ-spouse, White, Male, United-States,0
47,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,0
40,Private,59,Professionals, Assoc-acdm,15, Divorced, White, Male, United-States,0
20,Private,40,Technical, HS-grad,12, Never-married, White, Male, United-States,0
75,Private,19,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
25,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
47,Private,40,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
29,Self-Employed,40,Sales, Assoc-acdm,15, Widowed, White, Female, United-States,1
34,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
45,Government,40,Professionals, Bachelors,16, Separated, White, Female, United-States,0
23,Private,59,Service, Some-college,13, Never-married, White, Male, United-States,0
46,Private,40,Admins, Assoc-acdm,15, Widowed, White, Female, United-States,0
41,Government,39,Technical, Some-college,13, Divorced, Black, Female, United-States,0
29,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
17,Private,29,Service, 11th,10, Never-married, Amer-Indian-Eskimo, Male, United-States,0
39,Private,40,Craft, 9th,8, Married-civ-spouse, White, Male, United-States,0
37,Private,40,Technical, HS-grad,12, Never-married, Black, Female, United-States,0
34,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, ?,0
20,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
18,Private,39,Service, HS-grad,12, Never-married, Asian-Pac-Islander, Female, United-States,0
52,Private,40,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
42,Government,40,Professionals, Assoc-acdm,15, Married-civ-spouse, Amer-Indian-Eskimo, Female, United-States,0
22,Private,39,Craft, 5th-6th,6, Married-civ-spouse, White, Male, Mexico,0
66,Government,59,Professionals, Some-college,13, Divorced, White, Female, United-States,0
35,Private,61,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
40,Government,40,Professionals, Assoc-acdm,15, Never-married, White, Male, United-States,1
21,Private,39,Sales, HS-grad,12, Divorced, Amer-Indian-Eskimo, Female, United-States,0
51,Government,59,Security, HS-grad,12, Divorced, White, Male, United-States,0
34,Private,40,Craft, 10th,9, Married-civ-spouse, White, Male, United-States,0
24,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Admins, Bachelors,16, Married-spouse-absent, White, Female, United-States,0
34,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
42,Government,40,Professionals, Masters,17, Never-married, White, Female, United-States,0
41,Private,39,Craft, Assoc-voc,14, Never-married, White, Male, United-States,0
21,Private,40,Logistics, HS-grad,12, Never-married, White, Female, United-States,0
64,Government,19,Security, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
24,Government,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
23,Private,19,Service, Some-college,13, Never-married, White, Male, United-States,0
29,Private,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Self-Employed,61,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
28,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
33,Self-Employed,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
35,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Private,40,Craft, 10th,9, Married-spouse-absent, White, Female, United-States,0
42,Private,40,Sales, Bachelors,16, Married-civ-spouse, Black, Male, United-States,1
51,Self-Employed,61,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
32,Private,40,Service, 11th,10, Never-married, Black, Female, Jamaica,0
37,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
18,Private,29,Sales, 11th,10, Never-married, White, Female, United-States,0
24,Private,39,Service, Assoc-voc,14, Never-married, White, Female, United-States,0
29,Private,40,Service, Some-college,13, Divorced, White, Female, United-States,0
45,Private,40,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,0
52,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
35,Private,40,Service, HS-grad,12, Never-married, White, Female, United-States,0
46,Self-Employed,59,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
63,Private,59,Professionals, HS-grad,12, Widowed, White, Male, United-States,1
32,Government,39,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
24,Private,19,Service, HS-grad,12, Never-married, White, Female, United-States,0
72,Private,39,Service, Some-college,13, Married-civ-spouse, White, Male, Canada,0
